id,source_dataset,source_record_id,variant_text,variant_text_normalized,phonetic_text,variant_pinyin,ipa,ipa_source,canonical_text,canonical_pinyin,canonical_ipa,variant_type,split,occurrence_count,duplicate_record_ids,input_text,input_ipa,input_text_ipa
codedlang:48:01,Crowd-AI-Lab/CodedLang,48,辣鸡,辣鸡,辣鸡,la4 ji1,la˥˩ tɕi˥,generated_mandarin_tonal,垃圾,la1 ji1,la˥ tɕi˥,歧义同音词,train,49,"[""codedlang:56:01"", ""codedlang:71:01"", ""codedlang:78:01"", ""codedlang:91:01"", ""codedlang:97:01"", ""codedlang:141:01"", ""codedlang:145:01"", ""codedlang:147:01"", ""codedlang:158:01"", ""codedlang:179:01"", ""codedlang:181:01"", ""codedlang:183:01"", ""codedlang:187:01"", ""codedlang:191:01"", ""codedlang:217:01"", ""codedlang:233:01"", ""codedlang:255:01"", ""codedlang:270:01"", ""codedlang:279:01"", ""codedlang:280:01"", ""codedlang:282:01"", ""codedlang:288:01"", ""codedlang:290:01"", ""codedlang:303:01"", ""codedlang:319:01"", ""codedlang:346:01"", ""codedlang:357:01"", ""codedlang:359:01"", ""codedlang:360:01"", ""codedlang:362:01"", ""codedlang:364:01"", ""codedlang:366:01"", ""codedlang:377:01"", ""codedlang:380:01"", ""codedlang:400:01"", ""codedlang:401:01"", ""codedlang:405:01"", ""codedlang:406:01"", ""codedlang:417:01"", ""codedlang:425:01"", ""codedlang:432:02"", ""codedlang:441:01"", ""codedlang:470:01"", ""codedlang:478:01"", ""codedlang:479:01"", ""codedlang:492:01"", ""codedlang:511:01"", ""codedlang:514:01""]",[VARIANT] 辣鸡,[IPA] la˥˩ tɕi˥,[VARIANT] 辣鸡 [IPA] la˥˩ tɕi˥
codedlang:50:01,Crowd-AI-Lab/CodedLang,50,尼玛,尼玛,尼玛,ni2 ma3,ni˧˥ ma˨˩˦,generated_mandarin_tonal,你妈,ni3 ma1,ni˨˩˦ ma˥,非词汇同音词,train,43,"[""codedlang:54:01"", ""codedlang:57:01"", ""codedlang:69:01"", ""codedlang:95:01"", ""codedlang:107:01"", ""codedlang:110:01"", ""codedlang:116:01"", ""codedlang:121:01"", ""codedlang:123:01"", ""codedlang:127:01"", ""codedlang:134:01"", ""codedlang:139:01"", ""codedlang:144:01"", ""codedlang:157:02"", ""codedlang:174:01"", ""codedlang:178:01"", ""codedlang:188:01"", ""codedlang:193:01"", ""codedlang:202:01"", ""codedlang:205:02"", ""codedlang:210:01"", ""codedlang:216:01"", ""codedlang:218:01"", ""codedlang:239:02"", ""codedlang:242:01"", ""codedlang:249:01"", ""codedlang:271:01"", ""codedlang:297:01"", ""codedlang:298:01"", ""codedlang:317:01"", ""codedlang:318:01"", ""codedlang:337:01"", ""codedlang:354:01"", ""codedlang:382:01"", ""codedlang:408:01"", ""codedlang:433:03"", ""codedlang:447:01"", ""codedlang:455:01"", ""codedlang:457:01"", ""codedlang:494:01"", ""codedlang:495:02"", ""codedlang:503:01""]",[VARIANT] 尼玛,[IPA] ni˧˥ ma˨˩˦,[VARIANT] 尼玛 [IPA] ni˧˥ ma˨˩˦
codedlang:60:03,Crowd-AI-Lab/CodedLang,60,米国,米国,米国,mi3 guo2,mi˨˩˦ kuɔ˧˥,generated_mandarin_tonal,美国,mei3 guo2,mei˨˩˦ kuɔ˧˥,非词汇同音词,train,11,"[""codedlang:122:01"", ""codedlang:165:01"", ""codedlang:273:01"", ""codedlang:281:01"", ""codedlang:313:01"", ""codedlang:334:01"", ""codedlang:343:01"", ""codedlang:435:01"", ""codedlang:504:01"", ""codedlang:515:01""]",[VARIANT] 米国,[IPA] mi˨˩˦ kuɔ˧˥,[VARIANT] 米国 [IPA] mi˨˩˦ kuɔ˧˥
codedlang:60:04,Crowd-AI-Lab/CodedLang,60,妹纸,妹纸,妹纸,mei4 zhi3,mei˥˩ ʈʂɻ̩˨˩˦,generated_mandarin_tonal,妹子,mei4 zi,mei˥˩ tsɹ̩,非词汇同音词,train,6,"[""codedlang:277:01"", ""codedlang:349:01"", ""codedlang:393:01"", ""codedlang:399:01"", ""codedlang:454:01""]",[VARIANT] 妹纸,[IPA] mei˥˩ ʈʂɻ̩˨˩˦,[VARIANT] 妹纸 [IPA] mei˥˩ ʈʂɻ̩˨˩˦
codedlang:64:01,Crowd-AI-Lab/CodedLang,64,木有,木有,木有,mu4 you3,mu˥˩ joʊ˨˩˦,generated_mandarin_tonal,没有,mei2 you3,mei˧˥ joʊ˨˩˦,非词汇同音词,train,21,"[""codedlang:182:01"", ""codedlang:199:01"", ""codedlang:219:01"", ""codedlang:222:01"", ""codedlang:226:01"", ""codedlang:241:01"", ""codedlang:267:01"", ""codedlang:268:02"", ""codedlang:330:01"", ""codedlang:353:01"", ""codedlang:386:01"", ""codedlang:402:01"", ""codedlang:436:01"", ""codedlang:443:01"", ""codedlang:463:01"", ""codedlang:471:01"", ""codedlang:484:01"", ""codedlang:493:01"", ""codedlang:503:02"", ""codedlang:532:01""]",[VARIANT] 木有,[IPA] mu˥˩ joʊ˨˩˦,[VARIANT] 木有 [IPA] mu˥˩ joʊ˨˩˦
codedlang:70:01,Crowd-AI-Lab/CodedLang,70,歪果仁,歪果仁,歪果仁,wai1 guo3 ren2,wai˥ kuɔ˨˩˦ ɻən˧˥,generated_mandarin_tonal,外国人,wai4 guo2 ren2,wai˥˩ kuɔ˧˥ ɻən˧˥,非词汇同音词,train,5,"[""codedlang:98:02"", ""codedlang:192:01"", ""codedlang:237:01"", ""codedlang:262:01""]",[VARIANT] 歪果仁,[IPA] wai˥ kuɔ˨˩˦ ɻən˧˥,[VARIANT] 歪果仁 [IPA] wai˥ kuɔ˨˩˦ ɻən˧˥
codedlang:72:01,Crowd-AI-Lab/CodedLang,72,开森,开森,开森,kai1 sen1,kʰai˥ sən˥,generated_mandarin_tonal,开心,kai1 xin1,kʰai˥ ɕin˥,非词汇同音词,train,4,"[""codedlang:221:01"", ""codedlang:307:01"", ""codedlang:473:01""]",[VARIANT] 开森,[IPA] kʰai˥ sən˥,[VARIANT] 开森 [IPA] kʰai˥ sən˥
codedlang:75:01,Crowd-AI-Lab/CodedLang,75,知本家,知本家,知本家,zhi1 ben3 jia1,ʈʂɻ̩˥ pən˨˩˦ tɕia˥,generated_mandarin_tonal,资本家,zi1 ben3 jia1,tsɹ̩˥ pən˨˩˦ tɕia˥,非词汇同音词,train,1,[],[VARIANT] 知本家,[IPA] ʈʂɻ̩˥ pən˨˩˦ tɕia˥,[VARIANT] 知本家 [IPA] ʈʂɻ̩˥ pən˨˩˦ tɕia˥
codedlang:77:01,Crowd-AI-Lab/CodedLang,77,敲击,敲击,敲击,qiao1 ji1,tɕʰiɑʊ˥ tɕi˥,generated_mandarin_tonal,超级,chao1 ji2,ʈʂʰɑʊ˥ tɕi˧˥,歧义同音词,train,2,["codedlang:81:01"],[VARIANT] 敲击,[IPA] tɕʰiɑʊ˥ tɕi˥,[VARIANT] 敲击 [IPA] tɕʰiɑʊ˥ tɕi˥
codedlang:79:01,Crowd-AI-Lab/CodedLang,79,男票,男票,男票,nan2 piao4,nan˧˥ pʰiɑʊ˥˩,generated_mandarin_tonal,男朋友,nan2 peng2 you3,nan˧˥ pʰɤŋ˧˥ joʊ˨˩˦,非词汇同音词,train,12,"[""codedlang:119:01"", ""codedlang:142:01"", ""codedlang:159:01"", ""codedlang:162:01"", ""codedlang:238:01"", ""codedlang:268:01"", ""codedlang:310:01"", ""codedlang:335:01"", ""codedlang:342:01"", ""codedlang:453:01"", ""codedlang:466:01""]",[VARIANT] 男票,[IPA] nan˧˥ pʰiɑʊ˥˩,[VARIANT] 男票 [IPA] nan˧˥ pʰiɑʊ˥˩
codedlang:90:01,Crowd-AI-Lab/CodedLang,90,卧槽,卧槽,卧槽,wo4 cao2,wɔ˥˩ tsʰɑʊ˧˥,generated_mandarin_tonal,我操,wo3 cao1,wɔ˨˩˦ tsʰɑʊ˥,非词汇同音词,train,15,"[""codedlang:100:01"", ""codedlang:137:01"", ""codedlang:275:01"", ""codedlang:305:02"", ""codedlang:309:01"", ""codedlang:314:01"", ""codedlang:340:01"", ""codedlang:404:01"", ""codedlang:427:01"", ""codedlang:446:01"", ""codedlang:449:01"", ""codedlang:481:01"", ""codedlang:502:01"", ""codedlang:512:01""]",[VARIANT] 卧槽,[IPA] wɔ˥˩ tsʰɑʊ˧˥,[VARIANT] 卧槽 [IPA] wɔ˥˩ tsʰɑʊ˧˥
codedlang:99:01,Crowd-AI-Lab/CodedLang,99,稀饭,稀饭,稀饭,xi1 fan4,ɕi˥ fan˥˩,generated_mandarin_tonal,喜欢,xi3 huan1,ɕi˨˩˦ xuan˥,歧义同音词,train,2,["codedlang:381:01"],[VARIANT] 稀饭,[IPA] ɕi˥ fan˥˩,[VARIANT] 稀饭 [IPA] ɕi˥ fan˥˩
codedlang:124:01,Crowd-AI-Lab/CodedLang,124,笔芯,笔芯,笔芯,bi3 xin1,pi˨˩˦ ɕin˥,generated_mandarin_tonal,比心,bi3 xin1,pi˨˩˦ ɕin˥,歧义同音词,train,2,["codedlang:456:01"],[VARIANT] 笔芯,[IPA] pi˨˩˦ ɕin˥,[VARIANT] 笔芯 [IPA] pi˨˩˦ ɕin˥
codedlang:126:01,Crowd-AI-Lab/CodedLang,126,神马,神马,神马,shen2 ma3,ʂən˧˥ ma˨˩˦,generated_mandarin_tonal,什么,shen2 me,ʂən˧˥ mɤ,歧义同音词,train,4,"[""codedlang:163:01"", ""codedlang:347:01"", ""codedlang:462:01""]",[VARIANT] 神马,[IPA] ʂən˧˥ ma˨˩˦,[VARIANT] 神马 [IPA] ʂən˧˥ ma˨˩˦
codedlang:129:01,Crowd-AI-Lab/CodedLang,129,草泥马,草泥马,草泥马,cao3 ni2 ma3,tsʰɑʊ˨˩˦ ni˧˥ ma˨˩˦,generated_mandarin_tonal,操你妈,cao1 ni3 ma1,tsʰɑʊ˥ ni˨˩˦ ma˥,歧义同音词,train,15,"[""codedlang:157:01"", ""codedlang:168:01"", ""codedlang:198:01"", ""codedlang:240:01"", ""codedlang:245:01"", ""codedlang:352:01"", ""codedlang:384:01"", ""codedlang:385:01"", ""codedlang:394:01"", ""codedlang:429:01"", ""codedlang:431:01"", ""codedlang:432:01"", ""codedlang:440:01"", ""codedlang:467:01""]",[VARIANT] 草泥马,[IPA] tsʰɑʊ˨˩˦ ni˧˥ ma˨˩˦,[VARIANT] 草泥马 [IPA] tsʰɑʊ˨˩˦ ni˧˥ ma˨˩˦
codedlang:129:02,Crowd-AI-Lab/CodedLang,129,煞笔,煞笔,煞笔,sha1 bi3,ʂa˥ pi˨˩˦,generated_mandarin_tonal,傻逼,sha3 bi1,ʂa˨˩˦ pi˥,非词汇同音词,train,1,[],[VARIANT] 煞笔,[IPA] ʂa˥ pi˨˩˦,[VARIANT] 煞笔 [IPA] ʂa˥ pi˨˩˦
codedlang:132:01,Crowd-AI-Lab/CodedLang,132,赶脚,赶脚,赶脚,gan3 jiao3,kan˨˩˦ tɕiɑʊ˨˩˦,generated_mandarin_tonal,感觉,gan3 jue2,kan˨˩˦ tɕyɛ˧˥,非词汇同音词,train,8,"[""codedlang:150:01"", ""codedlang:189:01"", ""codedlang:243:01"", ""codedlang:365:01"", ""codedlang:458:01"", ""codedlang:459:01"", ""codedlang:507:01""]",[VARIANT] 赶脚,[IPA] kan˨˩˦ tɕiɑʊ˨˩˦,[VARIANT] 赶脚 [IPA] kan˨˩˦ tɕiɑʊ˨˩˦
codedlang:164:01,Crowd-AI-Lab/CodedLang,164,辣么,辣么,辣么,la4 me,la˥˩ mɤ,generated_mandarin_tonal,那么,na4 me,na˥˩ mɤ,非词汇同音词,train,2,["codedlang:488:01"],[VARIANT] 辣么,[IPA] la˥˩ mɤ,[VARIANT] 辣么 [IPA] la˥˩ mɤ
codedlang:193:03,Crowd-AI-Lab/CodedLang,193,美见过,美见过,美见过,mei3 jian4 guo4,mei˨˩˦ tɕiɛn˥˩ kuɔ˥˩,generated_mandarin_tonal,没见过,mei2 jian4 guo4,mei˧˥ tɕiɛn˥˩ kuɔ˥˩,非词汇同音词,train,1,[],[VARIANT] 美见过,[IPA] mei˨˩˦ tɕiɛn˥˩ kuɔ˥˩,[VARIANT] 美见过 [IPA] mei˨˩˦ tɕiɛn˥˩ kuɔ˥˩
codedlang:200:01,Crowd-AI-Lab/CodedLang,200,滚粗,滚粗,滚粗,gun3 cu1,kuən˨˩˦ tsʰu˥,generated_mandarin_tonal,滚出,gun3 chu1,kuən˨˩˦ ʈʂʰu˥,非词汇同音词,train,5,"[""codedlang:213:01"", ""codedlang:389:01"", ""codedlang:500:01"", ""codedlang:516:02""]",[VARIANT] 滚粗,[IPA] kuən˨˩˦ tsʰu˥,[VARIANT] 滚粗 [IPA] kuən˨˩˦ tsʰu˥
codedlang:201:01,Crowd-AI-Lab/CodedLang,201,捉急,捉急,捉急,zhuo1 ji2,ʈʂuɔ˥ tɕi˧˥,generated_mandarin_tonal,着急,zhao2 ji2,ʈʂɑʊ˧˥ tɕi˧˥,非词汇同音词,train,1,[],[VARIANT] 捉急,[IPA] ʈʂuɔ˥ tɕi˧˥,[VARIANT] 捉急 [IPA] ʈʂuɔ˥ tɕi˧˥
codedlang:205:04,Crowd-AI-Lab/CodedLang,205,SB,SB,SB,SB,ˌɛsbˈiː,generated_mandarin_tonal,傻逼,sha3 bi1,ʂa˨˩˦ pi˥,语音替代,train,1,[],[VARIANT] SB,[IPA] ˌɛsbˈiː,[VARIANT] SB [IPA] ˌɛsbˈiː
codedlang:205:06,Crowd-AI-Lab/CodedLang,205,我就去年买了块表,我就去年买了块表,我就去年买了块表,wo3 jiu4 qu4 nian2 mai3 le kuai4 biao3,wɔ˨˩˦ tɕiou˥˩ tɕʰy˥˩ niɛn˧˥ mai˨˩˦ lɤ kʰuai˥˩ piɑʊ˨˩˦,generated_mandarin_tonal,我就去你妈了个逼,wo3 jiu4 qu4 ni3 ma1 le ge4 bi1,wɔ˨˩˦ tɕiou˥˩ tɕʰy˥˩ ni˨˩˦ ma˥ lɤ kɤ˥˩ pi˥,歧义同音词,train,1,[],[VARIANT] 我就去年买了块表,[IPA] wɔ˨˩˦ tɕiou˥˩ tɕʰy˥˩ niɛn˧˥ mai˨˩˦ lɤ kʰuai˥˩ piɑʊ˨˩˦,[VARIANT] 我就去年买了块表 [IPA] wɔ˨˩˦ tɕiou˥˩ tɕʰy˥˩ niɛn˧˥ mai˨˩˦ lɤ kʰuai˥˩ piɑʊ˨˩˦
codedlang:230:01,Crowd-AI-Lab/CodedLang,230,五花又,五花又,五花又,wu3 hua1 you4,u˨˩˦ xua˥ joʊ˥˩,generated_mandarin_tonal,五花肉,wu3 hua1 rou4,u˨˩˦ xua˥ ɻoʊ˥˩,非词汇同音词,train,1,[],[VARIANT] 五花又,[IPA] u˨˩˦ xua˥ joʊ˥˩,[VARIANT] 五花又 [IPA] u˨˩˦ xua˥ joʊ˥˩
codedlang:244:01,Crowd-AI-Lab/CodedLang,244,e间,e间,e间,e jian1,ɤ tɕiɛn˥,generated_mandarin_tonal,呢间,ne jian1,nɤ tɕiɛn˥,语音替代,train,2,["codedlang:284:02"],[VARIANT] e间,[IPA] ɤ tɕiɛn˥,[VARIANT] e间 [IPA] ɤ tɕiɛn˥
codedlang:272:02,Crowd-AI-Lab/CodedLang,272,好次,好次,好次,hao3 ci4,xɑʊ˨˩˦ tsʰɹ̩˥˩,generated_mandarin_tonal,好吃,hao3 chi1,xɑʊ˨˩˦ ʈʂʰɻ̩˥,非词汇同音词,train,33,"[""codedlang:273:02"", ""codedlang:551:01"", ""codedlang:554:01"", ""codedlang:603:01"", ""codedlang:620:01"", ""codedlang:624:01"", ""codedlang:657:01"", ""codedlang:658:01"", ""codedlang:676:01"", ""codedlang:686:01"", ""codedlang:707:01"", ""codedlang:723:01"", ""codedlang:724:01"", ""codedlang:726:01"", ""codedlang:736:01"", ""codedlang:738:01"", ""codedlang:752:01"", ""codedlang:770:01"", ""codedlang:771:01"", ""codedlang:789:01"", ""codedlang:799:01"", ""codedlang:800:02"", ""codedlang:801:01"", ""codedlang:803:01"", ""codedlang:815:01"", ""codedlang:828:01"", ""codedlang:837:01"", ""codedlang:844:01"", ""codedlang:847:01"", ""codedlang:848:01"", ""codedlang:853:01"", ""codedlang:862:01""]",[VARIANT] 好次,[IPA] xɑʊ˨˩˦ tsʰɹ̩˥˩,[VARIANT] 好次 [IPA] xɑʊ˨˩˦ tsʰɹ̩˥˩
codedlang:284:01,Crowd-AI-Lab/CodedLang,284,e度,e度,e度,e du4,ɤ tu˥˩,generated_mandarin_tonal,呢度,ne du4,nɤ tu˥˩,语音替代,train,3,"[""codedlang:292:02"", ""codedlang:533:01""]",[VARIANT] e度,[IPA] ɤ tu˥˩,[VARIANT] e度 [IPA] ɤ tu˥˩
codedlang:297:03,Crowd-AI-Lab/CodedLang,297,sb,sb,sb,sb,ˌɛsbˈiː,generated_mandarin_tonal,傻逼,sha3 bi1,ʂa˨˩˦ pi˥,语音替代,train,15,"[""codedlang:574:02"", ""codedlang:580:01"", ""codedlang:598:01"", ""codedlang:608:03"", ""codedlang:614:02"", ""codedlang:687:01"", ""codedlang:693:01"", ""codedlang:695:01"", ""codedlang:778:01"", ""codedlang:779:01"", ""codedlang:791:01"", ""codedlang:792:01"", ""codedlang:834:01"", ""codedlang:835:01""]",[VARIANT] sb,[IPA] ˌɛsbˈiː,[VARIANT] sb [IPA] ˌɛsbˈiː
codedlang:301:01,Crowd-AI-Lab/CodedLang,301,美眉,美眉,美眉,mei3 mei2,mei˨˩˦ mei˧˥,generated_mandarin_tonal,妹妹,mei4 mei4,mei˥˩ mei˥˩,非词汇同音词,train,1,[],[VARIANT] 美眉,[IPA] mei˨˩˦ mei˧˥,[VARIANT] 美眉 [IPA] mei˨˩˦ mei˧˥
codedlang:311:01,Crowd-AI-Lab/CodedLang,311,嘟,嘟,嘟,du1,tu˥,generated_mandarin_tonal,都,dou1,toʊ˥,歧义同音词,train,4,"[""codedlang:409:01"", ""codedlang:489:01"", ""codedlang:509:01""]",[VARIANT] 嘟,[IPA] tu˥,[VARIANT] 嘟 [IPA] tu˥
codedlang:328:01,Crowd-AI-Lab/CodedLang,328,内牛满面,内牛满面,内牛满面,nei4 niu2 man3 mian4,nei˥˩ niou˧˥ man˨˩˦ miɛn˥˩,generated_mandarin_tonal,泪流满面,lei4 liu2 man3 mian4,nei˥˩ liou˧˥ man˨˩˦ miɛn˥˩,非词汇同音词,train,1,[],[VARIANT] 内牛满面,[IPA] nei˥˩ niou˧˥ man˨˩˦ miɛn˥˩,[VARIANT] 内牛满面 [IPA] nei˥˩ niou˧˥ man˨˩˦ miɛn˥˩
codedlang:350:01,Crowd-AI-Lab/CodedLang,350,温油,温油,温油,wen1 you2,wən˥ joʊ˧˥,generated_mandarin_tonal,温柔,wen1 rou2,wən˥ ɻoʊ˧˥,非词汇同音词,train,2,["codedlang:351:01"],[VARIANT] 温油,[IPA] wən˥ joʊ˧˥,[VARIANT] 温油 [IPA] wən˥ joʊ˧˥
codedlang:358:01,Crowd-AI-Lab/CodedLang,358,帅锅,帅锅,帅锅,shuai4 guo1,ʂuai˥˩ kuɔ˥,generated_mandarin_tonal,帅哥,shuai4 ge1,ʂuai˥˩ kɤ˥,非词汇同音词,train,1,[],[VARIANT] 帅锅,[IPA] ʂuai˥˩ kuɔ˥,[VARIANT] 帅锅 [IPA] ʂuai˥˩ kuɔ˥
codedlang:368:01,Crowd-AI-Lab/CodedLang,368,集美,集美,集美,ji2 mei3,tɕi˧˥ mei˨˩˦,generated_mandarin_tonal,姐妹,jie3 mei4,tɕiɛ˨˩˦ mei˥˩,非词汇同音词,train,1,[],[VARIANT] 集美,[IPA] tɕi˧˥ mei˨˩˦,[VARIANT] 集美 [IPA] tɕi˧˥ mei˨˩˦
codedlang:375:01,Crowd-AI-Lab/CodedLang,375,阔爱,阔爱,阔爱,kuo4 ai4,kʰuɔ˥˩ ai˥˩,generated_mandarin_tonal,可爱,ke3 ai4,kʰɤ˨˩˦ ai˥˩,非词汇同音词,train,1,[],[VARIANT] 阔爱,[IPA] kʰuɔ˥˩ ai˥˩,[VARIANT] 阔爱 [IPA] kʰuɔ˥˩ ai˥˩
codedlang:376:01,Crowd-AI-Lab/CodedLang,376,曹尼玛,曹尼玛,曹尼玛,cao2 ni2 ma3,tsʰɑʊ˧˥ ni˧˥ ma˨˩˦,generated_mandarin_tonal,操你妈,cao1 ni3 ma1,tsʰɑʊ˥ ni˨˩˦ ma˥,非词汇同音词,train,2,["codedlang:424:01"],[VARIANT] 曹尼玛,[IPA] tsʰɑʊ˧˥ ni˧˥ ma˨˩˦,[VARIANT] 曹尼玛 [IPA] tsʰɑʊ˧˥ ni˧˥ ma˨˩˦
codedlang:379:01,Crowd-AI-Lab/CodedLang,379,8,8,八,ba1,pa˥,generated_mandarin_tonal,不,bu4,pu˥˩,歧义同音词,train,1,[],[VARIANT] 8,[IPA] pa˥,[VARIANT] 8 [IPA] pa˥
codedlang:396:02,Crowd-AI-Lab/CodedLang,396,你牠妈,你牠妈,你牠妈,ni3 ta1 ma1,ni˨˩˦ tʰa˥ ma˥,generated_mandarin_tonal,你他妈,ni3 ta1 ma1,ni˨˩˦ tʰa˥ ma˥,非词汇同音词,train,1,[],[VARIANT] 你牠妈,[IPA] ni˨˩˦ tʰa˥ ma˥,[VARIANT] 你牠妈 [IPA] ni˨˩˦ tʰa˥ ma˥
codedlang:396:03,Crowd-AI-Lab/CodedLang,396,尼玛币,尼玛币,尼玛币,ni2 ma3 bi4,ni˧˥ ma˨˩˦ pi˥˩,generated_mandarin_tonal,你妈逼,ni3 ma1 bi1,ni˨˩˦ ma˥ pi˥,非词汇同音词,train,3,"[""codedlang:433:02"", ""codedlang:483:01""]",[VARIANT] 尼玛币,[IPA] ni˧˥ ma˨˩˦ pi˥˩,[VARIANT] 尼玛币 [IPA] ni˧˥ ma˨˩˦ pi˥˩
codedlang:396:04,Crowd-AI-Lab/CodedLang,396,TMD,TMD,TMD,TMD,tˌiːˌɛmdˈiː,generated_mandarin_tonal,他妈的,ta1 ma1 de,tʰa˥ ma˥ tɤ,语音替代,train,5,"[""codedlang:577:01"", ""codedlang:656:02"", ""codedlang:750:04"", ""codedlang:867:01""]",[VARIANT] TMD,[IPA] tˌiːˌɛmdˈiː,[VARIANT] TMD [IPA] tˌiːˌɛmdˈiː
codedlang:416:02,Crowd-AI-Lab/CodedLang,416,v5,v5,v五,v wu3,y u˨˩˦,generated_mandarin_tonal,威武,wei1 wu3,wei˥ u˨˩˦,语音替代,train,1,[],[VARIANT] v5,[IPA] y u˨˩˦,[VARIANT] v5 [IPA] y u˨˩˦
codedlang:433:01,Crowd-AI-Lab/CodedLang,433,妈个比,妈个比,妈个比,ma1 ge4 bi3,ma˥ kɤ˥˩ pi˨˩˦,generated_mandarin_tonal,妈个逼,ma1 ge4 bi1,ma˥ kɤ˥˩ pi˥,非词汇同音词,train,1,[],[VARIANT] 妈个比,[IPA] ma˥ kɤ˥˩ pi˨˩˦,[VARIANT] 妈个比 [IPA] ma˥ kɤ˥˩ pi˨˩˦
codedlang:472:02,Crowd-AI-Lab/CodedLang,472,nmsl,nmsl,nmsl,nmsl,ˌɛnˌɛmˌɛsˈɛl,generated_mandarin_tonal,你妈死了,ni3 ma1 si3 le,ni˨˩˦ ma˥ sɹ̩˨˩˦ lɤ,语音替代,train,3,"[""codedlang:516:01"", ""codedlang:779:02""]",[VARIANT] nmsl,[IPA] ˌɛnˌɛmˌɛsˈɛl,[VARIANT] nmsl [IPA] ˌɛnˌɛmˌɛsˈɛl
codedlang:474:01,Crowd-AI-Lab/CodedLang,474,ㄋㄡ,ㄋㄡ,ㄋㄡ,ㄋ ㄡ,noʊ̯,official_codedlang,喏,nuo4,nuɔ˥˩,语音替代,train,3,"[""codedlang:477:01"", ""codedlang:531:01""]",[VARIANT] ㄋㄡ,[IPA] noʊ̯,[VARIANT] ㄋㄡ [IPA] noʊ̯
codedlang:483:02,Crowd-AI-Lab/CodedLang,483,Cnmm,Cnmm,Cnmm,Cnmm,sˌiːˌɛnˌɛmˈɛm,generated_mandarin_tonal,操你妈妈,cao1 ni3 ma1 ma1,tsʰɑʊ˥ ni˨˩˦ ma˥ ma˥,语音替代,train,1,[],[VARIANT] Cnmm,[IPA] sˌiːˌɛnˌɛmˈɛm,[VARIANT] Cnmm [IPA] sˌiːˌɛnˌɛmˈɛm
codedlang:485:01,Crowd-AI-Lab/CodedLang,485,冲鸭,冲鸭,冲鸭,chong1 ya1,ʈʂʰʊŋ˥ ja˥,generated_mandarin_tonal,冲呀,chong1 ya,ʈʂʰʊŋ˥ ja,非词汇同音词,train,1,[],[VARIANT] 冲鸭,[IPA] ʈʂʰʊŋ˥ ja˥,[VARIANT] 冲鸭 [IPA] ʈʂʰʊŋ˥ ja˥
codedlang:498:01,Crowd-AI-Lab/CodedLang,498,兄弟萌,兄弟萌,兄弟萌,xiong1 di4 meng2,ɕiʊŋ˥ ti˥˩ mɤŋ˧˥,generated_mandarin_tonal,兄弟们,xiong1 di4 men,ɕiʊŋ˥ ti˥˩ mən,非词汇同音词,train,1,[],[VARIANT] 兄弟萌,[IPA] ɕiʊŋ˥ ti˥˩ mɤŋ˧˥,[VARIANT] 兄弟萌 [IPA] ɕiʊŋ˥ ti˥˩ mɤŋ˧˥
codedlang:516:03,Crowd-AI-Lab/CodedLang,516,sbdx,sbdx,sbdx,sbdx,ˌɛsbˌiːdˌiːˈɛks,generated_mandarin_tonal,傻逼东西,sha3 bi1 dong1 xi1,ʂa˨˩˦ pi˥ tʊŋ˥ ɕi˥,语音替代,train,1,[],[VARIANT] sbdx,[IPA] ˌɛsbˌiːdˌiːˈɛks,[VARIANT] sbdx [IPA] ˌɛsbˌiːdˌiːˈɛks
codedlang:518:02,Crowd-AI-Lab/CodedLang,518,敲,敲,敲,qiao1,tɕʰiɑʊ˥,generated_mandarin_tonal,超,chao1,ʈʂʰɑʊ˥,歧义同音词,train,10,"[""codedlang:540:01"", ""codedlang:543:01"", ""codedlang:629:01"", ""codedlang:705:01"", ""codedlang:706:01"", ""codedlang:775:01"", ""codedlang:788:01"", ""codedlang:800:01"", ""codedlang:836:01""]",[VARIANT] 敲,[IPA] tɕʰiɑʊ˥,[VARIANT] 敲 [IPA] tɕʰiɑʊ˥
