序号,id,原始变种文本,还原答案,CoreHit命中,variant_mapping,语音映射片段含字母,语义片段映射,完整上下文映射,macro_category,category,reasoning,语义片段映射含英文字母,字母片段一声调映射,语义片段映射（字母归一化）
374,toxicloakcn_homophone_keyword_001782#1,楼主你恐怕不知道冲雷及其后代从荤是拉美人外全球第二大贩毒和运毒和磕药的大户,楼主你恐怕不知道虫类及其后代虫混是拉美人外全球第二大贩毒和运毒和磕药的大户,否,冲雷 -> 虫类；从荤 -> 虫混,否,冲雷 -> 虫类；从荤 -> 虫混,楼主你恐怕不知道冲雷及其后代从荤是拉美人外全球第二大贩毒和运毒和磕药的大户 -> 楼主你恐怕不知道虫类及其后代虫混是拉美人外全球第二大贩毒和运毒和磕药的大户,拟音,非词汇同音词,变体“冲雷”和“从荤”均非有效词汇，通过发音相近解码为“虫类”和“虫混”，符合非词汇同音词定义。,否,,冲雷 -> 虫类；从荤 -> 虫混
375,biz_0152#1,此女怪好嬷的，被法时可能很快就会哭出来吧,此女怪好嬷的，被fuck时可能很快就会哭出来吧,否,法 -> fuck,是,被法时 -> 被fuck时,此女怪好嬷的，被法时可能很快就会哭出来吧 -> 此女怪好嬷的，被fuck时可能很快就会哭出来吧,拟音,跨语言语音编码（含方言，可称非普通话音近）,“法”的发音近似英语“fuck”的第一个音节，用作音译替代，属于跨语言语音编码。,,,被法时 -> 被fuck时
376,toxicloakcn_emoji_keyword_001890#1,黑东北的百分之九十是“好客山洞” 见不得中国好的是美国👴小日本 见不得东北好的是好客山洞,黑东北的百分之九十是“好客山洞” 见不得中国好的是美国佬小日本 见不得东北好的是好客山洞,是,👴 -> 佬,否,美国👴小日本 -> 美国佬小日本,黑东北的百分之九十是“好客山洞” 见不得中国好的是美国👴小日本 见不得东北好的是好客山洞 -> 黑东北的百分之九十是“好客山洞” 见不得中国好的是美国佬小日本 见不得东北好的是好客山洞,其他,表情符号替换,变体使用老人表情符号👴代替汉字“佬”，属于表情符号替换，传达编码含义。,否,,美国👴小日本 -> 美国佬小日本
377,toxicloakcn_homophone_keyword_002673#1,可见苍天有多震怒对全球所有冲雷及其它们后代从荤已惩罚之态及其它们亲儿子和左棍和республиканскоеправительство已惩罚之态！,可见苍天有多震怒对全球所有虫类及其它们后代虫混已惩罚之态及其它们亲儿子和左棍和республиканскоеправительство已惩罚之态！,否,冲雷 -> 虫类；从荤 -> 虫混,否,冲雷 -> 虫类；从荤 -> 虫混,可见苍天有多震怒对全球所有冲雷及其它们后代从荤已惩罚之态及其它们亲儿子和左棍和республиканскоеправительство已惩罚之态！ -> 可见苍天有多震怒对全球所有虫类及其它们后代虫混已惩罚之态及其它们亲儿子和左棍和республиканскоеправительство已惩罚之态！,拟音,非词汇同音词,“冲雷”与“虫类”音近，“从荤”与“虫混”音近，且表面形式“冲雷”“从荤”并非有效词汇表达，属于非词汇同音词。,否,,冲雷 -> 虫类；从荤 -> 虫混
378,toxicloakcn_homophone_keyword_001161#1,⁉你tm是在转移话题吧。再说了替黑人洗地的大都是女性，不然像这次宁波工程学院事件，那些女全怎么不出来发声？男生崇拜的是像科比和詹姆斯那样有成就的黑人，要是国内那些美飞表嫁给这类黑人，有谁会骂她们？可现实是和那些美飞表交往的黑人都是一些懒惰，喜欢犯罪的言垃圾。而且这帮美飞表被甩了以后，还在社交媒体上跪天嗨人，还想拉其他无辜的女生下水。,⁉你tm是在转移话题吧。再说了替黑人洗地的大都是女性，不然像这次宁波工程学院事件，那些女拳怎么不出来发声？男生崇拜的是像科比和詹姆斯那样有成就的黑人，要是国内那些媚黑婊嫁给这类黑人，有谁会骂她们？可现实是和那些媚黑婊交往的黑人都是一些懒惰，喜欢犯罪的洋垃圾。而且这帮媚黑婊被甩了以后，还在社交媒体上跪舔黑人，还想拉其他无辜的女生下水。,否,全 -> 拳；美飞表 -> 媚黑婊；言 -> 洋；天嗨 -> 舔黑,否,女全 -> 女拳；美飞表 -> 媚黑婊；言垃圾 -> 洋垃圾；跪天嗨人 -> 跪舔黑人,⁉你tm是在转移话题吧。再说了替黑人洗地的大都是女性，不然像这次宁波工程学院事件，那些女全怎么不出来发声？男生崇拜的是像科比和詹姆斯那样有成就的黑人，要是国内那些美飞表嫁给这类黑人，有谁会骂她们？可现实是和那些美飞表交往的黑人都是一些懒惰，喜欢犯罪的言垃圾。而且这帮美飞表被甩了以后，还在社交媒体上跪天嗨人，还想拉其他无辜的女生下水。 -> ⁉你tm是在转移话题吧。再说了替黑人洗地的大都是女性，不然像这次宁波工程学院事件，那些女拳怎么不出来发声？男生崇拜的是像科比和詹姆斯那样有成就的黑人，要是国内那些媚黑婊嫁给这类黑人，有谁会骂她们？可现实是和那些媚黑婊交往的黑人都是一些懒惰，喜欢犯罪的洋垃圾。而且这帮媚黑婊被甩了以后，还在社交媒体上跪舔黑人，还想拉其他无辜的女生下水。,拟音,非词汇同音词,变体通过谐音替换，如“女全”谐音“女拳”、“美飞表”谐音“媚黑婊”，字面均无法构成有效词汇，需通过语音解码，属于非词汇同音词。,否,,女全 -> 女拳；美飞表 -> 媚黑婊；言垃圾 -> 洋垃圾；跪天嗨人 -> 跪舔黑人
379,toxicloakcn_homophone_keyword_001006#1,那要知道这些女人男人塑造的，不过是男人怕其他男人变成天沟罢了,那要知道这些女人男人塑造的，不过是男人怕其他男人变成舔狗罢了,是,天沟 -> 舔狗,否,天沟 -> 舔狗,那要知道这些女人男人塑造的，不过是男人怕其他男人变成天沟罢了 -> 那要知道这些女人男人塑造的，不过是男人怕其他男人变成舔狗罢了,拟音,非词汇同音词,变体“天沟”不是一个有效词汇，通过语音近似（tiān gōu 近似 tiǎn gǒu）编码“舔狗”，属于拟音中的非词汇同音词。,否,,天沟 -> 舔狗
380,toxicloakcn_emoji_keyword_002508#1,🍚铜头子忏悔记，震惊出贵,反同头子忏悔记，震惊出柜,否,🍚铜 -> 反同；贵 -> 柜,否,🍚铜 -> 反同；出贵 -> 出柜,🍚铜头子忏悔记，震惊出贵 -> 反同头子忏悔记，震惊出柜,其他,表情符号替换,文本使用表情符号'🍚'结合'铜'谐音'反同'，属于表情符号替换；同时'贵'谐音'柜'属于歧义同音词，但整体以表情符号替换为主要规避手段。,否,,🍚铜 -> 反同；出贵 -> 出柜
381,toxicloakcn_homophone_keyword_002264#1,开始什么样。最开始的早就被他自己删光了吧好一朵百年,开始什么样。最开始的早就被他自己删光了吧好一朵白莲,是,百年 -> 白莲,否,好一朵百年 -> 好一朵白莲,开始什么样。最开始的早就被他自己删光了吧好一朵百年 -> 开始什么样。最开始的早就被他自己删光了吧好一朵白莲,拟音,歧义同音词,变体“百年”与还原“白莲”发音相近，且“百年”是现有词汇，通过同音替换表达“白莲”这一网络用语含义。,否,,好一朵百年 -> 好一朵白莲
382,toxicloakcn_homophone_keyword_000190#1,亩人和理客中一样恶心,母人和理客中一样恶心,否,亩 -> 母,否,亩人 -> 母人,亩人和理客中一样恶心 -> 母人和理客中一样恶心,拟音,非词汇同音词,“亩”与“母”同音，形成非词汇表达“亩人”，通过语音解码为“母人”，属于非词汇同音词。,否,,亩人 -> 母人
383,toxicloakcn_homophone_keyword_000991#1,充满了抠脚汉油腻荷尔蒙气息的匿名笑仙女🐶🐶,充满了抠脚汉油腻荷尔蒙气息的匿名小仙女🐶🐶,是,笑 -> 小,否,笑仙女 -> 小仙女,充满了抠脚汉油腻荷尔蒙气息的匿名笑仙女🐶🐶 -> 充满了抠脚汉油腻荷尔蒙气息的匿名小仙女🐶🐶,拟音,歧义同音词,“笑”与“小”发音相近，且“笑”本身是有效汉字，替换后形成表面有意义的“笑仙女”，实际含义为“小仙女”，属于歧义同音词。,否,,笑仙女 -> 小仙女
384,toxicloakcn_homophone_keyword_001249#1,一眼lkd现实中没人要的柜物罢了,一眼烂裤裆现实中没人要的废物罢了,是,lkd -> 烂裤裆（拼音首字母）-> 烂裤裆。,是,一眼lkd -> 一眼烂裤裆,一眼lkd现实中没人要的柜物罢了 -> 一眼烂裤裆现实中没人要的废物罢了,其他,缩写,lkd是烂裤裆的拼音首字母缩写，发音不相似，属于其他-缩写。,是,lkd -> le ke de,一眼le ke de -> 一眼烂裤裆
385,toxicloakcn_emoji_keyword_002391#1,7️⃣📏大儒🐵，和阿娜一个级别的,七尺大乳猴，和阿娜一个级别的,否,7️⃣📏 -> 七尺；儒🐵 -> 乳猴,否,7️⃣📏大儒🐵 -> 七尺大乳猴,7️⃣📏大儒🐵，和阿娜一个级别的 -> 七尺大乳猴，和阿娜一个级别的,其他,表情符号替换,使用数字7️⃣、直尺📏和猴子🐵等表情符号替代汉字，整体构成“七尺大乳猴”的谐音表达，属于表情符号替换。,否,,7️⃣📏大儒🐵 -> 七尺大乳猴
386,toxicloakcn_homophone_keyword_001289#1,我不歧视这样的女的，只希望他们不要在中国了，嫁及随及，嫁购随购，和黑人去非洲开疆扩土吧！,我不歧视这样的女的，只希望他们不要在中国了，嫁鸡随鸡，嫁狗随狗，和黑人去非洲开疆扩土吧！,是,及 -> 鸡；购 -> 狗,否,嫁及随及 -> 嫁鸡随鸡；嫁购随购 -> 嫁狗随狗,我不歧视这样的女的，只希望他们不要在中国了，嫁及随及，嫁购随购，和黑人去非洲开疆扩土吧！ -> 我不歧视这样的女的，只希望他们不要在中国了，嫁鸡随鸡，嫁狗随狗，和黑人去非洲开疆扩土吧！,拟音,歧义同音词,变体'及'和'购'是现有词汇，表面上构成有效表达，但实际含义因同音词而分别表示'鸡'和'狗'，属于歧义同音词。,否,,嫁及随及 -> 嫁鸡随鸡；嫁购随购 -> 嫁狗随狗
387,toxicloakcn_homophone_keyword_000911#1,真是国际圣母标和圣父标 他/她们那微不足道所谓善心真是没地方散发去援助时刻对人类社会无不垂涎入寝野生动物昆虫纲最低等卵体寄生虫而且从来没有寄生冲雷及其它们后代靠着自己本事与能力让它们物种群过上好日子完全就是饭来张口，衣来伸手不断吸食地球血液而且不知大家看到没有它们都是基本上统一无爹。,真是国际圣母婊和圣父婊 他/她们那微不足道所谓善心真是没地方散发去援助时刻对人类社会无不垂涎入寝野生动物昆虫纲最低等卵体寄生虫而且从来没有寄生虫类及其它们后代靠着自己本事与能力让它们物种群过上好日子完全就是饭来张口，衣来伸手不断吸食地球血液而且不知大家看到没有它们都是基本上统一无爹。,否,标 -> 婊；冲雷 -> 虫类,否,圣母标 -> 圣母婊；圣父标 -> 圣父婊；寄生冲雷 -> 寄生虫类,真是国际圣母标和圣父标 他/她们那微不足道所谓善心真是没地方散发去援助时刻对人类社会无不垂涎入寝野生动物昆虫纲最低等卵体寄生虫而且从来没有寄生冲雷及其它们后代靠着自己本事与能力让它们物种群过上好日子完全就是饭来张口，衣来伸手不断吸食地球血液而且不知大家看到没有它们都是基本上统一无爹。 -> 真是国际圣母婊和圣父婊 他/她们那微不足道所谓善心真是没地方散发去援助时刻对人类社会无不垂涎入寝野生动物昆虫纲最低等卵体寄生虫而且从来没有寄生虫类及其它们后代靠着自己本事与能力让它们物种群过上好日子完全就是饭来张口，衣来伸手不断吸食地球血液而且不知大家看到没有它们都是基本上统一无爹。,拟音,歧义同音词,变体“标”与“婊”音近且字面可构成有效表达（如“圣母标”可解为圣母标准），属于歧义同音词；“冲雷”与“虫类”音近但“冲雷”非有效词汇，属于非词汇同音词，整体以歧义同音词为主。,否,,圣母标 -> 圣母婊；圣父标 -> 圣父婊；寄生冲雷 -> 寄生虫类
388,toxicloakcn_emoji_keyword_001744#1,因为B站圣母⌚和政治正确一点也不少，,因为B站圣母婊和政治正确一点也不少，,是,⌚ -> 婊,否,圣母⌚ -> 圣母婊,因为B站圣母⌚和政治正确一点也不少， -> 因为B站圣母婊和政治正确一点也不少，,其他,表情符号替换,⌚是手表表情符号，在此处替代同音字“婊”，属于用表情符号编码含义，发音上无直接关联，归入其他大类中的表情符号替换。,否,,圣母⌚ -> 圣母婊
389,toxicloakcn_homophone_keyword_002167#1,你这个广东满子，黑河南、黑北方的总部是广州，核心地带是从上海到广州的整个东南沿海，范围是整个南方,你这个广东蛮子，黑河南、黑北方的总部是广州，核心地带是从上海到广州的整个东南沿海，范围是整个南方,是,满 -> 蛮,否,广东满子 -> 广东蛮子,你这个广东满子，黑河南、黑北方的总部是广州，核心地带是从上海到广州的整个东南沿海，范围是整个南方 -> 你这个广东蛮子，黑河南、黑北方的总部是广州，核心地带是从上海到广州的整个东南沿海，范围是整个南方,拟音,非词汇同音词,“满”与“蛮”声韵相同，声调相近，通过语音替代形成“满子”，但“满子”并非有效词汇，需解码为“蛮子”，符合非词汇同音词定义。,否,,广东满子 -> 广东蛮子
390,toxicloakcn_emoji_keyword_003932#1,凯勒7️⃣计划，犹太人推动,凯勒奇计划，犹太人推动,否,7️⃣ -> 奇,否,凯勒7️⃣计划 -> 凯勒奇计划,凯勒7️⃣计划，犹太人推动 -> 凯勒奇计划，犹太人推动,其他,表情符号替换,用数字7的emoji'7️⃣'代替发音相近的'奇'字，属于表情符号替换。,否,,凯勒7️⃣计划 -> 凯勒奇计划
391,toxicloakcn_emoji_keyword_002595#1,国铝只会pua国男，怎么可能骂洋大人呢,国女只会pua国男，怎么可能骂洋大人呢,否,铝 -> 女,否,国铝 -> 国女,国铝只会pua国男，怎么可能骂洋大人呢 -> 国女只会pua国男，怎么可能骂洋大人呢,拟音,跨语言语音编码（含方言，可称非普通话音近）,利用方言中l/n不分的发音特点，用音近字“铝”代替“女”，属于拟音大类中的跨语言语音编码。,否,,国铝 -> 国女
