fragment_id,source_row_id,variant_fragment_raw,variant_fragment_normalized,phonetic_text,pinyin_reading,canonical_fragment,canonical_phonetic_text,canonical_pinyin_reading,canonical_ipa,canonical_ipa_candidate,canonical_needs_manual_review,canonical_manual_review_reasons,ipa,ipa_candidate,needs_manual_review,manual_review_reasons,normalization_rules,macro_category,category,original_variant_text,original_canonical_text
toxicloakcn_homophone_keyword_002696#1:01,toxicloakcn_homophone_keyword_002696#1,肖黑,肖黑,肖黑,xiao4 hei1,小黑,小黑,xiao3 hei1,ɕiɑʊ˨˩˦ xei˥,ɕiɑʊ˨˩˦ xei˥,否,,ɕiɑʊ˥˩ xei˥,ɕiɑʊ˥˩ xei˥,否,,[],拟音,非词汇同音词,哈哈 我在乍得 这边肖黑两瓶可乐就可以给你当一早上力工,哈哈 我在乍得 这边小黑两瓶可乐就可以给你当一早上力工
toxicloakcn_homophone_keyword_000033#1:01,toxicloakcn_homophone_keyword_000033#1,外国仁,外国仁,外国仁,wai4 guo2 ren2,歪果仁,歪果仁,wai1 guo3 ren2,wai˥ kuɔ˨˩˦ ɻən˧˥,wai˥ kuɔ˨˩˦ ɻən˧˥,否,,wai˥˩ kuɔ˧˥ ɻən˧˥,wai˥˩ kuɔ˧˥ ɻən˧˥,否,,[],拟音,非词汇同音词,是吧，你实践过?这样来说外国仁传给国女，国女传播慢?你调研过啊?找了1000个男的和1000个女的互相传播?男的找女人上床要么帅，要么出钱，要么其他我，有成本，女的没有传播成本。传播元理是一样的体液交换，你哪来的女传男低，还说患上艾滋病后正常吃药活的很久呢，你也信?很多三五年之内就得死，什么活的很长。,是吧，你实践过?这样来说歪果仁传给国女，国女传播慢?你调研过啊?找了1000个男的和1000个女的互相传播?男的找女人上床要么帅，要么出钱，要么其他我，有成本，女的没有传播成本。传播原理是一样的体液交换，你哪来的女传男低，还说患上艾滋病后正常吃药活的很久呢，你也信?很多三五年之内就得死，什么活的很长。
toxicloakcn_homophone_keyword_000033#1:02,toxicloakcn_homophone_keyword_000033#1,传播元理,传播元理,传播元理,chuan2 bo1 yuan2 li3,传播原理,传播原理,chuan2 bo1 yuan2 li3,ʈʂʰuan˧˥ puɔ˥ yɛn˧˥ li˨˩˦,ʈʂʰuan˧˥ puɔ˥ yɛn˧˥ li˨˩˦,否,,ʈʂʰuan˧˥ puɔ˥ yɛn˧˥ li˨˩˦,ʈʂʰuan˧˥ puɔ˥ yɛn˧˥ li˨˩˦,否,,[],拟音,非词汇同音词,是吧，你实践过?这样来说外国仁传给国女，国女传播慢?你调研过啊?找了1000个男的和1000个女的互相传播?男的找女人上床要么帅，要么出钱，要么其他我，有成本，女的没有传播成本。传播元理是一样的体液交换，你哪来的女传男低，还说患上艾滋病后正常吃药活的很久呢，你也信?很多三五年之内就得死，什么活的很长。,是吧，你实践过?这样来说歪果仁传给国女，国女传播慢?你调研过啊?找了1000个男的和1000个女的互相传播?男的找女人上床要么帅，要么出钱，要么其他我，有成本，女的没有传播成本。传播原理是一样的体液交换，你哪来的女传男低，还说患上艾滋病后正常吃药活的很久呢，你也信?很多三五年之内就得死，什么活的很长。
toxicloakcn_homophone_keyword_000102#1:01,toxicloakcn_homophone_keyword_000102#1,区,区,区,qu1,蛆,蛆,qu1,tɕʰy˥,tɕʰy˥,否,,tɕʰy˥,tɕʰy˥,否,,[],拟音,歧义同音词,这也就是网上，有能耐过来当着我们面说我家乡不好试试，上面的，有一个算一个，区,这也就是网上，有能耐过来当着我们面说我家乡不好试试，上面的，有一个算一个，蛆
pcr-95#1:01,pcr-95#1,真煞笔,真煞笔,真煞笔,zhen1 sha1 bi3,真傻逼,真傻逼,zhen1 sha3 bi1,ʈʂən˥ ʂa˨˩˦ pi˥,ʈʂən˥ ʂa˨˩˦ pi˥,否,,ʈʂən˥ ʂa˥ pi˨˩˦,ʈʂən˥ ʂa˥ pi˨˩˦,否,,[],拟音,非词汇同音词,说得好像你很懂一样，别在这装蒜行不行，真煞笔,说得好像你很懂一样，别在这装蒜行不行，真傻逼
pcr-134#1:01,pcr-134#1,B数,B数,B数,B shu4,逼数,逼数,bi1 shu4,pi˥ ʂu˥˩,pi˥ ʂu˥˩,否,,bˈiː ʂu˥˩,bˈiː ʂu˥˩,否,,[],拟音,语音符号替代,自己几斤几两没点B数？还敢冲劳资吠？,自己几斤几两没点逼数？还敢冲老子吠？
pcr-134#1:02,pcr-134#1,劳资,劳资,劳资,lao2 zi1,老子,老子,lao3 zi,lɑʊ˨˩˦ tsɹ̩,lɑʊ˨˩˦ tsɹ̩,否,,lɑʊ˧˥ tsɹ̩˥,lɑʊ˧˥ tsɹ̩˥,否,,[],拟音,语音符号替代,自己几斤几两没点B数？还敢冲劳资吠？,自己几斤几两没点逼数？还敢冲老子吠？
toxicloakcn_homophone_keyword_001518#1:01,toxicloakcn_homophone_keyword_001518#1,别三,别三,别三,bie2 san1,瘪三,瘪三,bie1 san1,piɛ˥ san˥,piɛ˥ san˥,否,,piɛ˧˥ san˥,piɛ˧˥ san˥,否,,[],拟音,非词汇同音词,可惜真正嫁出去的绝大部分找到都是外国别三和老头子。任何民族的精英男性都不会考虑外国人，你见过中国的精英男找外国女的吗？是他们没能力找吗？,可惜真正嫁出去的绝大部分找到都是外国瘪三和老头子。任何民族的精英男性都不会考虑外国人，你见过中国的精英男找外国女的吗？是他们没能力找吗？
pcr-348#1:01,pcr-348#1,心香四橙,心香四橙,心香四橙,xin1 xiang1 si4 cheng2,心想事成,心想事成,xin1 xiang3 shi4 cheng2,ɕin˥ ɕiɑŋ˨˩˦ ʂɻ̩˥˩ ʈʂʰɤŋ˧˥,ɕin˥ ɕiɑŋ˨˩˦ ʂɻ̩˥˩ ʈʂʰɤŋ˧˥,否,,ɕin˥ ɕiɑŋ˥ sɹ̩˥˩ ʈʂʰɤŋ˧˥,ɕin˥ ɕiɑŋ˥ sɹ̩˥˩ ʈʂʰɤŋ˧˥,否,,[],拟音,非词汇同音词,心香四橙,心想事成
pcr-491#1:01,pcr-491#1,fire gee,fire gee,fire gee,fire gee,火鸡,火鸡,huo3 ji1,xuɔ˨˩˦ tɕi˥,xuɔ˨˩˦ tɕi˥,否,,fˈaɪə dʒˈiː,fˈaɪə dʒˈiː,否,,[],拟音,跨语言语音编码（含方言，可称非普通话音近）,fire gee让你屁股火辣辣,火鸡让你屁股火辣辣
pcr-272#1:01,pcr-272#1,不李姐,不李姐,不李姐,bu4 li3 jie3,不理解,不理解,bu4 li3 jie3,pu˥˩ li˨˩˦ tɕiɛ˨˩˦,pu˥˩ li˨˩˦ tɕiɛ˨˩˦,否,,pu˥˩ li˨˩˦ tɕiɛ˨˩˦,pu˥˩ li˨˩˦ tɕiɛ˨˩˦,否,,[],拟音,歧义同音词,我不李姐,我不理解
pcr-13#1:01,pcr-13#1,沸物,沸物,沸物,fei4 wu4,废物,废物,fei4 wu4,fei˥˩ u˥˩,fei˥˩ u˥˩,否,,fei˥˩ u˥˩,fei˥˩ u˥˩,否,,[],拟音,歧义同音词,你跟水一样，开了也是沸物。,你跟水一样，开了也是废物。
pcr-243#1:01,pcr-243#1,水更溅,水更溅,水更溅,shui3 geng4 jian4,谁更贱,谁更贱,shui2 geng4 jian4,ʂuei˧˥ kɤŋ˥˩ tɕiɛn˥˩,ʂuei˧˥ kɤŋ˥˩ tɕiɛn˥˩,否,,ʂuei˨˩˦ kɤŋ˥˩ tɕiɛn˥˩,ʂuei˨˩˦ kɤŋ˥˩ tɕiɛn˥˩,否,,[],拟音,歧义同音词,把你放油锅里，看看水更溅,把你放油锅里，看看谁更贱
pcr-6#1:01,pcr-6#1,幕购,幕购,幕购,mu4 gou4,母狗,母狗,mu3 gou3,mu˨˩˦ koʊ˨˩˦,mu˨˩˦ koʊ˨˩˦,否,,mu˥˩ koʊ˥˩,mu˥˩ koʊ˥˩,否,,[],拟音,非词汇同音词,应该改为蔡徐坤的幕购,应该改为蔡徐坤的母狗
pcr-37#1:01,pcr-37#1,这么省金,这么省金,这么省金,zhe4 me sheng3 jin1,这么神经,这么神经,zhe4 me shen2 jing1,ʈʂɤ˥˩ mɤ ʂən˧˥ tɕiŋ˥,ʈʂɤ˥˩ mɤ ʂən˧˥ tɕiŋ˥,否,,ʈʂɤ˥˩ mɤ ʂɤŋ˨˩˦ tɕin˥,ʈʂɤ˥˩ mɤ ʂɤŋ˨˩˦ tɕin˥,否,,[],拟音,歧义同音词,学金融的吧这么省金,学金融的吧这么神经
toxicloakcn_homophone_keyword_001085#1:01,toxicloakcn_homophone_keyword_001085#1,孙杂,孙杂,孙杂,sun1 za2,孙砸,孙砸,sun1 za2,suən˥ tsa˧˥,suən˥ tsa˧˥,否,,suən˥ tsa˧˥,suən˥ tsa˧˥,否,,[],拟音,跨语言语音编码（含方言，可称非普通话音近）,孙杂能不能速度点出来给本帅哥跪下，一个个都被本帅哥一牛子捅哑巴了吗,孙子能不能速度点出来给本帅哥跪下，一个个都被本帅哥一牛子捅哑巴了吗
pcr-207#1:01,pcr-207#1,活事,活事,活事,huo2 shi4,活是,活是,huo2 shi4,xuɔ˧˥ ʂɻ̩˥˩,xuɔ˧˥ ʂɻ̩˥˩,否,,xuɔ˧˥ ʂɻ̩˥˩,xuɔ˧˥ ʂɻ̩˥˩,否,,[],拟音,非词汇同音词,你的活事真滴不星啊,你的活是真的不行啊
pcr-207#1:02,pcr-207#1,真滴,真滴,真滴,zhen1 di1,真的,真的,zhen1 de,ʈʂən˥ tɤ,ʈʂən˥ tɤ,否,,ʈʂən˥ ti˥,ʈʂən˥ ti˥,否,,[],拟音,非词汇同音词,你的活事真滴不星啊,你的活是真的不行啊
pcr-207#1:03,pcr-207#1,不星,不星,不星,bu4 xing1,不行,不行,bu4 xing2,pu˥˩ ɕiŋ˧˥,pu˥˩ ɕiŋ˧˥,否,,pu˥˩ ɕiŋ˥,pu˥˩ ɕiŋ˥,否,,[],拟音,非词汇同音词,你的活事真滴不星啊,你的活是真的不行啊
pcr-346#1:01,pcr-346#1,校世我了,校世我了,校世我了,xiao4 shi4 wo3 le,笑死我了,笑死我了,xiao4 si3 wo3 le,ɕiɑʊ˥˩ sɹ̩˨˩˦ wɔ˨˩˦ lɤ,ɕiɑʊ˥˩ sɹ̩˨˩˦ wɔ˨˩˦ lɤ,否,,ɕiɑʊ˥˩ ʂɻ̩˥˩ wɔ˨˩˦ lɤ,ɕiɑʊ˥˩ ʂɻ̩˥˩ wɔ˨˩˦ lɤ,否,,[],拟音,非词汇同音词,校世我了,笑死我了
pcr-494#1:01,pcr-494#1,饭车,饭车,饭车,fan4 che1,翻车,翻车,fan1 che1,fan˥ ʈʂʰɤ˥,fan˥ ʈʂʰɤ˥,否,,fan˥˩ ʈʂʰɤ˥,fan˥˩ ʈʂʰɤ˥,否,,[],拟音,歧义同音词,饭车现场,翻车现场
pcr-443#1:01,pcr-443#1,8行,8行,八行,ba1 xing2,不行的,不行的,bu4 xing2 de,pu˥˩ ɕiŋ˧˥ tɤ,pu˥˩ ɕiŋ˧˥ tɤ,否,,pa˥ ɕiŋ˧˥,pa˥ ɕiŋ˧˥,否,,"[{""surface"": ""8"", ""text"": ""八""}]",拟音,语音符号替代,他老说8行，其实根本没底气,他老说不行的，其实根本没底气
pcr-323#1:01,pcr-323#1,到底瓶什么？,到底瓶什么？,到底瓶什么？,dao4 di3 ping2 shen2 me ？,到底凭什么？,到底凭什么？,dao4 di3 ping2 shen2 me ？,tɑʊ˥˩ ti˨˩˦ pʰiŋ˧˥ ʂən˧˥ mɤ,tɑʊ˥˩ ti˨˩˦ pʰiŋ˧˥ ʂən˧˥ mɤ,否,,tɑʊ˥˩ ti˨˩˦ pʰiŋ˧˥ ʂən˧˥ mɤ,tɑʊ˥˩ ti˨˩˦ pʰiŋ˧˥ ʂən˧˥ mɤ,否,,[],拟音,非词汇同音词,到底瓶什么？,到底凭什么？
pcr-388#1:01,pcr-388#1,滴水blow,滴水blow,滴水blow,di1 shui3 blow,滴水不漏,滴水不漏,di1 shui3 bu4 lou4,ti˥ ʂuei˨˩˦ pu˥˩ loʊ˥˩,ti˥ ʂuei˨˩˦ pu˥˩ loʊ˥˩,否,,ti˥ ʂuei˨˩˦ blˈəʊ,ti˥ ʂuei˨˩˦ blˈəʊ,否,,[],拟音,跨语言语音编码（含方言，可称非普通话音近）,这个汇报真的滴水blow,这个汇报真的滴水不漏
pcr-409#1:01,pcr-409#1,勿q,勿q,勿q,wu4 q,勿cue,勿cue,wu4 cue,u˥˩ kjˈuː,u˥˩ kjˈuː,否,,u˥˩ kjˈuː,u˥˩ kjˈuː,否,,[],拟音,语音符号替代,勿q,勿cue
pcr-433#1:01,pcr-433#1,3Q,3Q,三Q,san1 Q,Thank you,Thank you,Thank you,θˈaŋk juː,θˈaŋk juː,否,,san˥ kjˈuː,san˥ kjˈuː,否,,"[{""surface"": ""3"", ""text"": ""三""}]",拟音,语音符号替代,3Q非常much,Thank you very much
pcr-433#1:02,pcr-433#1,v瑞,v瑞,v瑞,v rui4,very,very,very,vˈɛɹi,vˈɛɹi,否,,y ɻuei˥˩,y ɻuei˥˩,否,,[],拟音,语音符号替代,3Q非常much,Thank you very much
pcr-364#1:01,pcr-364#1,失棉,失棉,失棉,shi1 mian2,失眠,失眠,shi1 mian2,ʂɻ̩˥ miɛn˧˥,ʂɻ̩˥ miɛn˧˥,否,,ʂɻ̩˥ miɛn˧˥,ʂɻ̩˥ miɛn˧˥,否,,[],拟音,非词汇同音词,今天晚上失棉了,今天晚上失眠了
pcr-213#1:01,pcr-213#1,癞ha mo,癞ha mo,癞ha mo,lai4 ha mo,癞蛤蟆,癞蛤蟆,lai4 ha2 ma,lai˥˩ xa˧˥ ma,lai˥˩ xa˧˥ ma,否,,lai˥˩ xa muɔ,lai˥˩ xa muɔ,否,,[],拟音,语音符号替代,你真是癞hamo趴脚面,你真是癞蛤蟆趴脚面
pcr-325#1:01,pcr-325#1,时来运砖,时来运砖,时来运砖,shi2 lai2 yun4 zhuan1,时来运转,时来运转,shi2 lai2 yun4 zhuan3,ʂɻ̩˧˥ lai˧˥ yn˥˩ ʈʂuan˨˩˦,ʂɻ̩˧˥ lai˧˥ yn˥˩ ʈʂuan˨˩˦,否,,ʂɻ̩˧˥ lai˧˥ yn˥˩ ʈʂuan˥,ʂɻ̩˧˥ lai˧˥ yn˥˩ ʈʂuan˥,否,,[],拟音,歧义同音词,时来运砖,时来运转
pcr-61#1:01,pcr-61#1,步行,步行,步行,bu4 xing2,不行,不行,bu4 xing2,pu˥˩ ɕiŋ˧˥,pu˥˩ ɕiŋ˧˥,否,,pu˥˩ ɕiŋ˧˥,pu˥˩ ɕiŋ˧˥,否,,[],拟音,歧义同音词,真是弟弟出门遛弯，步行啊老弟,真是弟弟出门遛弯，不行啊老弟
pcr-330#1:01,pcr-330#1,招财进堡,招财进堡,招财进堡,zhao1 cai2 jin4 bao3,招财进宝,招财进宝,zhao1 cai2 jin4 bao3,ʈʂɑʊ˥ tsʰai˧˥ tɕin˥˩ pɑʊ˨˩˦,ʈʂɑʊ˥ tsʰai˧˥ tɕin˥˩ pɑʊ˨˩˦,否,,ʈʂɑʊ˥ tsʰai˧˥ tɕin˥˩ pɑʊ˨˩˦,ʈʂɑʊ˥ tsʰai˧˥ tɕin˥˩ pɑʊ˨˩˦,否,,[],拟音,歧义同音词,招财进堡,招财进宝
pcr-240#1:01,pcr-240#1,word麻鸭,word麻鸭,word麻鸭,word ma2 ya1,我的妈呀,我的妈呀,wo3 de ma1 ya,wɔ˨˩˦ tɤ ma˥ ja,wɔ˨˩˦ tɤ ma˥ ja,否,,wˈɜːd ma˧˥ ja˥,wˈɜːd ma˧˥ ja˥,否,,[],拟音,跨语言语音编码（含方言，可称非普通话音近）,word麻鸭，是乔尼玛·麦彼得,我的妈呀，是操你妈卖逼的
pcr-240#1:02,pcr-240#1,乔尼玛·麦彼得,乔尼玛·麦彼得,乔尼玛·麦彼得,qiao2 ni2 ma3 · mai4 bi3 de2,操你妈卖逼的,操你妈卖逼的,cao1 ni3 ma1 mai4 bi1 de,tsʰɑʊ˥ ni˨˩˦ ma˥ mai˥˩ pi˥ tɤ,tsʰɑʊ˥ ni˨˩˦ ma˥ mai˥˩ pi˥ tɤ,否,,,tɕʰiɑʊ˧˥ ni˧˥ ma˨˩˦ mai˥˩ pi˨˩˦ tɤ˧˥,是,unresolved_symbol_or_digit,[],拟音,跨语言语音编码（含方言，可称非普通话音近）,word麻鸭，是乔尼玛·麦彼得,我的妈呀，是操你妈卖逼的
pcr-94#1:01,pcr-94#1,碧嘴,碧嘴,碧嘴,bi4 zui3,闭嘴,闭嘴,bi4 zui3,pi˥˩ tsuei˨˩˦,pi˥˩ tsuei˨˩˦,否,,pi˥˩ tsuei˨˩˦,pi˥˩ tsuei˨˩˦,否,,[],拟音,非词汇同音词,碧嘴别叫了,闭嘴别叫了
pcr-261#1:01,pcr-261#1,补兑,补兑,补兑,bu3 dui4,不对,不对,bu2 dui4,pu˧˥ tuei˥˩,pu˧˥ tuei˥˩,否,,pu˨˩˦ tuei˥˩,pu˨˩˦ tuei˥˩,否,,[],拟音,非词汇同音词,补兑,不对
pcr-81#1:01,pcr-81#1,能桩,能桩,能桩,neng2 zhuang1,能装,能装,neng2 zhuang1,nɤŋ˧˥ ʈʂuɑŋ˥,nɤŋ˧˥ ʈʂuɑŋ˥,否,,nɤŋ˧˥ ʈʂuɑŋ˥,nɤŋ˧˥ ʈʂuɑŋ˥,否,,[],拟音,非词汇同音词,你真挺能桩的,你真挺能装的
pcr-62#1:01,pcr-62#1,沸物,沸物,沸物,fei4 wu4,废物,废物,fei4 wu4,fei˥˩ u˥˩,fei˥˩ u˥˩,否,,fei˥˩ u˥˩,fei˥˩ u˥˩,否,,[],拟音,非词汇同音词,你跟水一样，开了也是沸物,你跟水一样，开了也是废物
pcr-102#1:01,pcr-102#1,四麻,四麻,四麻,si4 ma2,死妈,死妈,si3 ma1,sɹ̩˨˩˦ ma˥,sɹ̩˨˩˦ ma˥,否,,sɹ̩˥˩ ma˧˥,sɹ̩˥˩ ma˧˥,否,,[],拟音,非词汇同音词,四麻养出来的钩，讲话都带毒。,死妈养出来的狗，讲话都带毒。
pcr-102#1:02,pcr-102#1,钩,钩,钩,gou1,狗,狗,gou3,koʊ˨˩˦,koʊ˨˩˦,否,,koʊ˥,koʊ˥,否,,[],拟音,非词汇同音词,四麻养出来的钩，讲话都带毒。,死妈养出来的狗，讲话都带毒。
pcr-252#1:01,pcr-252#1,沃德发,沃德发,沃德发,wo4 de2 fa1,what the fuck,what the fuck,what the fuck,wˌɒt ðə fˈʌk,wˌɒt ðə fˈʌk,否,,wɔ˥˩ tɤ˧˥ fa˥,wɔ˥˩ tɤ˧˥ fa˥,否,,[],拟音,跨语言语音编码（含方言，可称非普通话音近）,沃德发,what the fuck
pcr-400#1:01,pcr-400#1,天津地义,天津地义,天津地义,tian1 jin1 di4 yi4,天经地义,天经地义,tian1 jing1 di4 yi4,tʰiɛn˥ tɕiŋ˥ ti˥˩ i˥˩,tʰiɛn˥ tɕiŋ˥ ti˥˩ i˥˩,否,,tʰiɛn˥ tɕin˥ ti˥˩ i˥˩,tʰiɛn˥ tɕin˥ ti˥˩ i˥˩,否,,[],拟音,非词汇同音词,到点下班天津地义,到点下班天经地义
pcr-251#1:01,pcr-251#1,护士,护士,护士,hu4 shi4,忽视,忽视,hu1 shi4,xu˥ ʂɻ̩˥˩,xu˥ ʂɻ̩˥˩,否,,xu˥˩ ʂɻ̩˥˩,xu˥˩ ʂɻ̩˥˩,否,,[],拟音,歧义同音词,种族歧视的根源是底层的无知，护士规则,种族歧视的根源是底层的无知，忽视规则
pcr-401#1:01,pcr-401#1,升职嘉兴,升职嘉兴,升职嘉兴,sheng1 zhi2 jia1 xing1,升职加薪,升职加薪,sheng1 zhi2 jia1 xin1,ʂɤŋ˥ ʈʂɻ̩˧˥ tɕia˥ ɕin˥,ʂɤŋ˥ ʈʂɻ̩˧˥ tɕia˥ ɕin˥,否,,ʂɤŋ˥ ʈʂɻ̩˧˥ tɕia˥ ɕiŋ˥,ʂɤŋ˥ ʈʂɻ̩˧˥ tɕia˥ ɕiŋ˥,否,,[],拟音,歧义同音词,愿你今年升职嘉兴,愿你今年升职加薪
pcr-201#1:01,pcr-201#1,好表啊,好表啊,好表啊,hao3 biao3 a,好婊啊,好婊啊,hao3 biao3 a,xɑʊ˨˩˦ piɑʊ˨˩˦ a,xɑʊ˨˩˦ piɑʊ˨˩˦ a,否,,xɑʊ˨˩˦ piɑʊ˨˩˦ a,xɑʊ˨˩˦ piɑʊ˨˩˦ a,否,,[],拟音,歧义同音词,姐姐带的什么表啊，百达斐吗？好表啊,姐姐带的什么表啊，百达斐吗？好婊啊
pcr-34#1:01,pcr-34#1,你是梅马,你是梅马,你是梅马,ni3 shi4 mei2 ma3,你是没妈,你是没妈,ni3 shi4 mei2 ma1,ni˨˩˦ ʂɻ̩˥˩ mei˧˥ ma˥,ni˨˩˦ ʂɻ̩˥˩ mei˧˥ ma˥,否,,ni˨˩˦ ʂɻ̩˥˩ mei˧˥ ma˨˩˦,ni˨˩˦ ʂɻ̩˥˩ mei˧˥ ma˨˩˦,否,,[],拟音,非词汇同音词,青梅竹马，别人是青竹，你是梅马,青梅竹马，别人是青竹，你是没妈
toxicloakcn_emoji_keyword_002359#1:01,toxicloakcn_emoji_keyword_002359#1,黑砸,黑砸,黑砸,hei1 za2,黑子,黑子,hei1 zi,xei˥ tsɹ̩,xei˥ tsɹ̩,否,,xei˥ tsa˧˥,xei˥ tsa˧˥,否,,[],拟音,跨语言语音编码（含方言，可称非普通话音近）,这是黑砸的正常操作，如果有做好事的新闻才是不正常,这是黑子的正常操作，如果有做好事的新闻才是不正常
pcr-206#1:01,pcr-206#1,你的箭,你的箭,你的箭,ni3 de jian4,你的贱,你的贱,ni3 de jian4,ni˨˩˦ tɤ tɕiɛn˥˩,ni˨˩˦ tɤ tɕiɛn˥˩,否,,ni˨˩˦ tɤ tɕiɛn˥˩,ni˨˩˦ tɤ tɕiɛn˥˩,否,,[],拟音,歧义同音词,我不是草船，你的箭不要往我这里放,我不是草船，你的贱不要往我这里放
pcr-11#1:01,pcr-11#1,我利了,我利了,我利了,wo3 li4 le,我立了,我立了,wo3 li4 le,wɔ˨˩˦ li˥˩ lɤ,wɔ˨˩˦ li˥˩ lɤ,否,,wɔ˨˩˦ li˥˩ lɤ,wɔ˨˩˦ li˥˩ lɤ,否,,[],拟音,歧义同音词,互联网真好，有利有弊，我利了，哪里有弊,互联网真好，有利有弊，我立了，哪里有逼
pcr-11#1:02,pcr-11#1,哪里有弊,哪里有弊,哪里有弊,na3 li3 you3 bi4,哪里有逼,哪里有逼,na3 li3 you3 bi1,na˨˩˦ li˨˩˦ joʊ˨˩˦ pi˥,na˨˩˦ li˨˩˦ joʊ˨˩˦ pi˥,否,,na˨˩˦ li˨˩˦ joʊ˨˩˦ pi˥˩,na˨˩˦ li˨˩˦ joʊ˨˩˦ pi˥˩,否,,[],拟音,歧义同音词,互联网真好，有利有弊，我利了，哪里有弊,互联网真好，有利有弊，我立了，哪里有逼
pcr-177#1:01,pcr-177#1,烦动,烦动,烦动,fan2 dong4,反动,反动,fan3 dong4,fan˨˩˦ tʊŋ˥˩,fan˨˩˦ tʊŋ˥˩,否,,fan˧˥ tʊŋ˥˩,fan˧˥ tʊŋ˥˩,否,,[],拟音,非词汇同音词,别给我放“烦动”烟雾弹，我偏不怕这把火,别给我放“反动”烟雾弹，我偏不怕这把火
pcr-345#1:01,pcr-345#1,鸡羽,鸡羽,鸡羽,ji1 yu3,机遇,机遇,ji1 yu4,tɕi˥ y˥˩,tɕi˥ y˥˩,否,,tɕi˥ y˨˩˦,tɕi˥ y˨˩˦,否,,[],拟音,歧义同音词,鸡羽成周,机遇成舟
pcr-345#1:02,pcr-345#1,周,周,周,zhou1,舟,舟,zhou1,ʈʂoʊ˥,ʈʂoʊ˥,否,,ʈʂoʊ˥,ʈʂoʊ˥,否,,[],拟音,歧义同音词,鸡羽成周,机遇成舟
pcr-246#1:01,pcr-246#1,相思,相思,相思,xiang1 si1,想死,想死,xiang3 si3,ɕiɑŋ˨˩˦ sɹ̩˨˩˦,ɕiɑŋ˨˩˦ sɹ̩˨˩˦,否,,ɕiɑŋ˥ sɹ̩˥,ɕiɑŋ˥ sɹ̩˥,否,,[],拟音,歧义同音词,王维买红豆，相思！,王维买红豆，想死！
pcr-192#1:01,pcr-192#1,第一次当银,第一次当银,第一次当银,di4 yi1 ci4 dang1 yin2,第一次当人,第一次当人,di4 yi1 ci4 dang1 ren2,ti˥˩ i˥ tsʰɹ̩˥˩ tɑŋ˥ ɻən˧˥,ti˥˩ i˥ tsʰɹ̩˥˩ tɑŋ˥ ɻən˧˥,否,,ti˥˩ i˥ tsʰɹ̩˥˩ tɑŋ˥ in˧˥,ti˥˩ i˥ tsʰɹ̩˥˩ tɑŋ˥ in˧˥,否,,[],拟音,跨语言语音编码（含方言，可称非普通话音近）,看的出来你是第一次当银，没什么经验,看的出来你是第一次当人，没什么经验
pcr-265#1:01,pcr-265#1,鸡不可湿,鸡不可湿,鸡不可湿,ji1 bu4 ke3 shi1,机不可失,机不可失,ji1 bu4 ke3 shi1,tɕi˥ pu˥˩ kʰɤ˨˩˦ ʂɻ̩˥,tɕi˥ pu˥˩ kʰɤ˨˩˦ ʂɻ̩˥,否,,tɕi˥ pu˥˩ kʰɤ˨˩˦ ʂɻ̩˥,tɕi˥ pu˥˩ kʰɤ˨˩˦ ʂɻ̩˥,否,,[],拟音,非词汇同音词,鸡不可湿,机不可失
pcr-220#1:01,pcr-220#1,顽梗,顽梗,顽梗,wan2 geng3,玩梗,玩梗,wan2 geng3,wan˧˥ kɤŋ˨˩˦,wan˧˥ kɤŋ˨˩˦,否,,wan˧˥ kɤŋ˨˩˦,wan˧˥ kɤŋ˨˩˦,否,,[],拟音,非词汇同音词,顽梗痘肌疤玩不明白,玩梗都鸡巴玩不明白
pcr-220#1:02,pcr-220#1,痘肌疤,痘肌疤,痘肌疤,dou4 ji1 ba1,都鸡巴,都鸡巴,dou1 ji1 ba1,toʊ˥ tɕi˥ pa˥,toʊ˥ tɕi˥ pa˥,否,,toʊ˥˩ tɕi˥ pa˥,toʊ˥˩ tɕi˥ pa˥,否,,[],拟音,非词汇同音词,顽梗痘肌疤玩不明白,玩梗都鸡巴玩不明白
pcr-357#1:01,pcr-357#1,发言,发言,发言,fa1 yan2,发炎,发炎,fa1 yan2,fa˥ jɛn˧˥,fa˥ jɛn˧˥,否,,fa˥ jɛn˧˥,fa˥ jɛn˧˥,否,,[],拟音,歧义同音词,扁桃体永不发言,扁桃体永不发炎
pcr-225#1:01,pcr-225#1,比亚迪,比亚迪,比亚迪,bi3 ya4 di2,逼痒的,逼痒的,bi1 yang3 de,pi˥ jɑŋ˨˩˦ tɤ,pi˥ jɑŋ˨˩˦ tɤ,否,,pi˨˩˦ ja˥˩ ti˧˥,pi˨˩˦ ja˥˩ ti˧˥,否,,[],拟音,歧义同音词,比亚迪再这样给你玛莎拉,逼痒的再这样给你妈杀了
